House Number,Street Name,Community,Zip Code,Unit Type,Unit,Floor Type,Floor,Building Type,Building,Term Addr,DA/PSA,CLLI8,NPANNX,ADDR_ID,NSP_INQ_ID,LU_ID,DA_Ready,Granite Qual - Bit 15 BO Type,Op Ready,OVALS Qual,Forced Ind,Working TN Status
"304","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 306 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7RTX""","=""F107b283475""","=""1KAFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"305","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 303 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7T1O""","=""F107b27f204""","=""16ELH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"306","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 306 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7VR5""","=""F107b27fc65""","=""18KLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"307","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 303 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7T6O""","=""F107b2813b2""","=""1DDLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"308","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 310 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O8038""","=""F107b27e952""","=""14KLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"309","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 309 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7WV8""","=""N124955cd6ef""","=""1QDLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"310","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 310 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7PQW""","=""F107b27fcad""","=""18MLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"311","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 309 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7PRS""","=""F107b286489""","=""1UDLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"312","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 314 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7TW1""","=""F107b283e07""","=""1MAFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"313","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 311 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7R38""","=""F107b2839a4""","=""1LDLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"314","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 314 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O81KG""","=""F107b28475e""","=""1OAFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"315","EDEN ISLES DR","SLIDELL","70458","APT","FEMA TRAIL","","","","","F 319 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7MU7""","=""F107b2801eb""","=""19O0M.K""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"315","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 319 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7ZVL""","=""F107b28308d""","=""1JFLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"316","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 318 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7P1U""","=""F107b28150c""","=""1DMLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"317","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 319 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7U39""","=""F107b28658b""","=""1UJIH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"318","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 318 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7OJU""","=""F107b282320""","=""1GKLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"319","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 319 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7O4R""","=""F107b28223d""","=""1GELH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"320","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 322 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7T9N""","=""F107b281017""","=""1CKLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"321","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 319 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7XFT""","=""F107b27d5ca""","=""10FLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"322","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 322 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7Y45""","=""F107b283f91""","=""1MKLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"323","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 323 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7YRA""","=""F107b280f30""","=""1CELH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"324","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 326 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7PSZ""","=""F107b285c1a""","=""1SKLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"325","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 327 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7WAQ""","=""F107b27e8a9""","=""14FLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"326","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 326 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7WAK""","=""F107b27d6a3""","=""10LLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"327","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 327 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7P6W""","=""F107b285b57""","=""1SELH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"328","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 330 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O839P""","=""F107b27e972""","=""14LLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"329","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 331 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7Y6M""","=""F107b27dc0e""","=""11R01.9""","FTTN","Not Ready","FTTN","FTTN","Forced Green",""
"330","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 330 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7SBY""","=""F107b27fc85""","=""18LLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"331","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 331 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7SB5""","=""F107b27ed02""","=""15DLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"332","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 334 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7XYQ""","=""F107b281037""","=""1CLLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"333","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 333 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7XXS""","=""F107b28189e""","=""1EFLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"334","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 334 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7VCE""","=""F107b28233c""","=""1GLLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"336","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 336 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7S4H""","=""F107b283619""","=""1KLLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"338","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 336 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7W8P""","=""N12c8c74230f""","=""15BL9.K""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"340","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 402 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7RDV""","=""F107b285c3e""","=""1SLLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"402","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 402 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7WOW""","=""F107b27d6d1""","=""10MLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"403","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 403 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O81YH""","=""N12c8c7421ea""","=""1MFIH.M""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"404","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 404 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7W26""","=""F107b27e9a9""","=""14MLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"405","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 403 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7W1C""","=""F107b27d521""","=""10BFH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"407","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 403 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7PLY""","=""F107b28396a""","=""1LBLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"409","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 409 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7SJM""","=""N128beeb5b26""","=""13JHT.5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"411","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 409 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7MS2""","=""F107b2809eb""","=""1BBLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"413","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 415 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7WFW""","=""F107b27d8d0""","=""1148B.P""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"415","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 415 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7U9H""","=""F107b282b1f""","=""1IALH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"417","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 419 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O813K""","=""F107b285119""","=""1QBLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"419","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 419 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7P3Z""","=""F107b27f69d""","=""17CLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"421","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 423 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7QX8""","=""F107b2821bd""","=""1GBLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"423","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 423 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O81VF""","=""F107b286900""","=""1VBLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"425","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 425 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O82OF""","=""F107b27d9d4""","=""11BLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"427","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 425 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O832F""","=""F107b2842b6""","=""1NALH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"429","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 429 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7SS2""","=""F107b27f19c""","=""16BLH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"431","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 429 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O80Z0""","=""F107b286955""","=""1VE31""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"433","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 433 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7P16""","=""F107b27fb18""","=""18BFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"435","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 433 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7UM0""","=""F107b27de88""","=""12CLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"437","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 439 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7YZ0""","=""N124955cdd5d""","=""1CBFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"439","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 439 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7R7I""","=""F107b285abe""","=""1SALH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"441","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 443 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7TRO""","=""F107b282b41""","=""1IBFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"443","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 443 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7ZXI""","=""F107b28268e""","=""1HCLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"445","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 443 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7XGI""","=""F107b283e2c""","=""1MBFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"447","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 443 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O82VY""","=""F107b28561c""","=""1RCLH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"449","EDEN ISLES DR","SLIDELL","70458","","","","","","","F 443 EDEN ISLES DR","611302","SLIDLAMA","985641","=""00000O7RXJ""","=""F107b285add""","=""1SBFH""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"100","EYDIE LN","SLIDELL","70458","","","","","","","F 102 EYDIE LN","611302","SLIDLAMA","985641","=""00000O81VM""","=""F107b284f71""","=""1Q0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"101","EYDIE LN","SLIDELL","70458","","","","","","","F 311 CHARLES CT","611302","SLIDLAMA","985641","=""00000O7PJS""","=""F107b285919""","=""1RVC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"102","EYDIE LN","SLIDELL","70458","","","","","","","F 102 EYDIE LN","611302","SLIDLAMA","985641","=""00000O83J1""","=""F107b281a39""","=""1EQ71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"104","EYDIE LN","SLIDELL","70458","","","","","","","F 102 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7OS0""","=""F107b28628f""","=""1U0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"106","EYDIE LN","SLIDELL","70458","","","","","","","F 106 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7NEH""","=""F107b280729""","=""1AQ71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"107","EYDIE LN","SLIDELL","70458","","","","","","","F 113 EYDIE LN","611302","SLIDLAMA","985641","=""00000O80L5""","=""F107b282234""","=""1GEFH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","EYDIE LN","SLIDELL","70458","","","","","","","F 106 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7ZP5""","=""F107b283c8e""","=""1M0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"110","EYDIE LN","SLIDELL","70458","","","","","","","F 112 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7TK2""","=""F107b27f3dd""","=""16Q71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","EYDIE LN","SLIDELL","70458","","","","","","","F 112 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7T03""","=""F107b282bb7""","=""1IEFH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","EYDIE LN","SLIDELL","70458","","","","","","","F 113 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7T8V""","=""F107b286bf2""","=""1VVC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"114","EYDIE LN","SLIDELL","70458","","","","","","","F 114 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7Z02""","=""F107b27e096""","=""12Q71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"116","EYDIE LN","SLIDELL","70458","","","","","","","F 114 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7T00""","=""F107b283517""","=""1KEFH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","EYDIE LN","SLIDELL","70458","","","","","","","F 119 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7QOR""","=""F107b286650""","=""1UP71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","EYDIE LN","SLIDELL","70458","","","","","","","F 120 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7MUO""","=""F107b281664""","=""1E0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","EYDIE LN","SLIDELL","70458","","","","","","","F 119 EYDIE LN","611302","SLIDLAMA","985641","=""00000O80U7""","=""F107b27e184""","=""130D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"120","EYDIE LN","SLIDELL","70458","","","","","","","F 120 EYDIE LN","611302","SLIDLAMA","985641","=""00000O81G3""","=""F107b282990""","=""1I0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","EYDIE LN","SLIDELL","70458","","","","","","","F 122 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7P7L""","=""F107b28081b""","=""1B0D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"122","EYDIE LN","SLIDELL","70458","","","","","","","F 122 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7NT5""","=""F107b27f4aa""","=""170D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"200","EYDIE LN","SLIDELL","70458","","","","","","","F 206 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7NII""","=""F107b280226""","=""19PC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"203","EYDIE LN","SLIDELL","70458","","","","","","","F 205 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7RN4""","=""F107b286ab2""","=""1VNC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"205","EYDIE LN","SLIDELL","70458","","","","","","","F 205 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7ZYM""","=""F107b282d3f""","=""1IPC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"206","EYDIE LN","SLIDELL","70458","","","","","","","F 206 EYDIE LN","611302","SLIDLAMA","985641","=""00000O82TM""","=""F107b27d79c""","=""10S98.F""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"207","EYDIE LN","SLIDELL","70458","","","","","","","F 207 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7OT4""","=""F107b280425""","=""1A5K9.A""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"210","EYDIE LN","SLIDELL","70458","","","","","","","F 210 EYDIE LN","611302","SLIDLAMA","985641","=""00000O82DM""","=""F107b2863ff""","=""1UA2J.C""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"211","EYDIE LN","SLIDELL","70458","","","","","","","F 207 EYDIE LN","611302","SLIDLAMA","985641","=""00000O83M7""","=""F107b284889""","=""1OI78.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"212","EYDIE LN","SLIDELL","70458","","","","","","","F 210 EYDIE LN","611302","SLIDLAMA","985641","=""00000O80YM""","=""F107b28631c""","=""1U478.R""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"213","EYDIE LN","SLIDELL","70458","","","","","","","F 211 EYDIE LN","611302","SLIDLAMA","985641","=""00000O7Y3F""","=""F107b27e531""","=""13OC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"101","GRETEL CV","SLIDELL","70458","","","","","","","F 101 GRETEL COVE","611302","SLIDLAMA","985641","=""00000O7T6W""","=""F107b2803a5""","=""1A2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"103","GRETEL CV","SLIDELL","70458","","","","","","","F 101 GRETEL COVE","611302","SLIDLAMA","985641","=""00000O8340""","=""F107b280d63""","=""1C2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"107","GRETEL CV","SLIDELL","70458","","","","","","","F 101 GRETEL COVE","611302","SLIDLAMA","985641","=""00000O8BUH""","=""F107b283c14""","=""1LTC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"109","GRETEL CV","SLIDELL","70458","","","","","","","F 111 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7OOC""","=""F107b282072""","=""1G2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","GRETEL CV","SLIDELL","70458","","","","","","","F 111 GRETEL CV","611302","SLIDLAMA","985641","=""00000O842Z""","=""F107b28290c""","=""1HTC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","GRETEL CV","SLIDELL","70458","","","","","","","F 115 GRETEL CV","611302","SLIDLAMA","985641","=""00000O8111""","=""F107b2829e7""","=""1I2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","GRETEL CV","SLIDELL","70458","","","","","","","F 115 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7R51""","=""F107b2815f8""","=""1DTC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","GRETEL CV","SLIDELL","70458","","","","","","","F 119 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7WWA""","=""F107b2802e6""","=""19TC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","GRETEL CV","SLIDELL","70458","","","","","","","F 119 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7OPP""","=""F107b27ef7e""","=""15TC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"121","GRETEL CV","SLIDELL","70458","","","","","","","F 123 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7V76""","=""F107b27dc73""","=""11TC6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"122","GRETEL CV","SLIDELL","70458","","","","","","","F 127 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7POH""","=""F107b2828d3""","=""1HS6C.4""","FTTN","Not Ready","FTTN","FTTN","Dynamic","Y"
"123","GRETEL CV","SLIDELL","70458","","","","","","","F 123 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7NOK""","=""F107b286aca""","=""1VO71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"124","GRETEL CV","SLIDELL","70458","","","","","","","F 127 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7QZ1""","=""F107b27fd38""","=""18QAQ.5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"125","GRETEL CV","SLIDELL","70458","","","","","","","F 127 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7XCZ""","=""F107b28334b""","=""1K2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"127","GRETEL CV","SLIDELL","70458","","","","","","","F 127 GRETEL CV","611302","SLIDLAMA","985641","=""00000O7SQ0""","=""F107b283cd8""","=""1M2GH""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"104","INTREPID DR","SLIDELL","70458","","","","","","","F 104 INTREPID DR","611302","SLIDLAMA","985641","=""00000O811V""","=""F107b282468""","=""1GTTG.I""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"105","INTREPID DR","SLIDELL","70458","","","","","","","F 107 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7TXR""","=""F107b27f400""","=""16R71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"106","INTREPID DR","SLIDELL","70458","","","","","","","F 108 INTREPID DR","611302","SLIDLAMA","985641","=""00000O81ZI""","=""F107b27dcc4""","=""11VFH.5""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"107","INTREPID DR","SLIDELL","70458","","","","","","","F 107 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7ZB3""","=""F107b27fb1c""","=""18BI5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"108","INTREPID DR","SLIDELL","70458","","","","","","","F 108 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7MZB""","=""F107b2859c4""","=""1S41F.I""","FTTN","Not Ready","FTTN","FTTN-BP","Dynamic",""
"109","INTREPID DR","SLIDELL","70458","","","","","","","F 111 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7QLG""","=""F107b2804fc""","=""1ABI5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"111","INTREPID DR","SLIDELL","70458","","","","","","","F 111 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7OB7""","=""F107b280749""","=""1AR71""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"112","INTREPID DR","SLIDELL","70458","","","","","","","F 112 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7MRY""","=""F107b27f345""","=""16MEI.6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"113","INTREPID DR","SLIDELL","70458","","","","","","","F 115 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7SAP""","=""F107b27f049""","=""162D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"115","INTREPID DR","SLIDELL","70458","","","","","","","F 115 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7OTD""","=""F107b28039f""","=""1A2D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"117","INTREPID DR","SLIDELL","70458","","","","","","","F 119 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7OB5""","=""F107b280eaf""","=""1CBI5""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"118","INTREPID DR","SLIDELL","70458","","","","","","","F 112 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7UJZ""","=""F107b28498d""","=""1OOQ8.G""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"119","INTREPID DR","SLIDELL","70458","","","","","","","F 119 INTREPID DR","611302","SLIDLAMA","985641","=""00000O828E""","=""F107b28206e""","=""1G2D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"121","INTREPID DR","SLIDELL","70458","","","","","","","F 123 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7UYP""","=""F107b283345""","=""1K2D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
"123","INTREPID DR","SLIDELL","70458","","","","","","","F 123 INTREPID DR","611302","SLIDLAMA","985641","=""00000O7TVI""","=""F107b285993""","=""1S2D6""","FTTN","Not Ready","FTTN","FTTN","Dynamic",""
